Item_Permanent_Shelving_Location,Item_Call_Number,Author_Name,Title,Material_Format,OCLC_Number,Title_ISBN,Publication_Date,Item_Barcode,LHR_Item_Cost,LHR_Item_Nonpublic_Note,LHR_Item_Public_Note
recommendation area,TR diss 6612,"Özkanat, Önnaz.",Molecular interfaces of coated aluminium.,Book_thsis,905869404,9077172874^9789077172872,2013,5131950,,,
recommendation area,TR diss 6661,"Ligtvoet, Andreas.",Images of cooperation :a methodological exploration in energy networks.,Book_thsis,905869417,9079787442^9789079787449,2013,5131757,,,
recommendation area,TR diss 6638,"Tirumalasetty, Ganesh Kumar.",Mechanics in steels through microscopy.,Book_thsis,905869499,9077172904^9789077172902,2013,5131592,,,
recommendation area,TR diss 6680,"Mu, Rui.",Transit-oriented development in China :how can it be planned in complex urban systems.,Book_thsis,905869524,9079787485^9789079787487,2013,5132286,,,
recommendation area,TR diss 6769,"Demi, Libertario.",Modeling nonlinear propagation of ultrasound through inhomogeneous biomedical media.,Book_thsis,905869532,9461916264^9789461916266,2013,5131997,,,
recommendation area,TR diss 6580,"Ridolfi, Guido.",Space systems conceptual design :analysis methods for engineering-team support.,Book_thsis,905869543,9461916949^9789461916945,2013,5131659,,,
recommendation area,TR diss 6774,"Violato, Daniele.",3D flow organization and dynamics in subsonic jets :aeroacoustic source analysis by tomographic PIV.,Book_thsis,905869560,9461916515^9789461916518,2013,5131858,,,
recommendation area,TR diss 6574,"Chen, Xianping.",Molecular modeling in design of polyaniline for polymer-based carbon dioxide sensor.,Book_thsis,905869573,9491104136^9789491104138,2013,5131948,,,
recommendation area,TR diss 6624,"Gradowska, Patrycja Lubomira.",Food benefit-risk assessment with bayesian belief networks and multivariable exposure-response.,Book_thsis,905869579,9462033382^9789462033382,2013,5131755,,,
recommendation area,TR diss 6631,"Veen, Gijsbrecht Jan van der.",Identification of wind energy systems.,Book_thsis,905869599,9461916655^9789461916655,2013,5131292,,,
recommendation area,TR diss 6762,"Yang, Jixiang.",Prospects for flux enhancement in anaerobic membrane bioreactors treating saline wastewater.,Book_thsis,905869602,9461861419^9789461861412,2013,5132094,,,
recommendation area,TR diss 6771,"Leskens, Martijn.",Improved economic performance of municipal solid waste combustion plants by model based combustion control.,Book_thsis,905869611,9461916647^9789461916648,2013,5131857,,,
recommendation area,TR diss 6686,"Ramirez Elizondo, Laura Maria.",Optimal usage of multiple energy carriers in residential systems :unit scheduling and power control.,Book_thsis,905869627,9462032955^9789462032958,2013,5132287,,,
recommendation area,TR diss 6584,"Ani, Samuel Ofordile.",Low cost small wind turbine generators for developing countries.,Book_thsis,905869632,9462032874^9789462032873,2013,5131290,,,
recommendation area,TR diss 6578,"Tan, Jiaming.",4T CMOS active pixel sensors under ionizing radiation.,Book_thsis,905869633,9461916841^9789461916846,2013,5131385,,,
recommendation area,TR diss 6751,"Steenhuisen, Jan Renze.",Coordinated multi-agent planning and scheduling.,Book_thsis,905869635,9461084404^9789461084408,2013,5131761,,,
recommendation area,TR diss 6761,"Liu, Gang.","Microbiological water quality in drinking water distribution systems :integral study of bulk water, suspended solids, loose deposits, and wall biofilm.",Book_thsis,905869636,9461861451^9789461861450,2013,5132093,,,
recommendation area,TR diss 6575,"Shrestha, Ghanshyam.",Structural flexibility of large direct drive generators for wind turbines.,Book_thsis,905869649,9088919992^9789088919992,2013,5131288,,,
recommendation area,TR diss 6632,"Qian, Cheng.",Multi-scale modelling of fatigue of wind turbine rotor blade composites.,Book_thsis,905869680,9462033374^9789462033375,2013,5131293,,,
recommendation area,TR diss 6538,"Valentin, Christiaan Louis.",Curvature manipulation of photomasks :enhancing the imaging performance of immersion lithography equipment.,Book_thsis,905869687,9461861281^9789461861283,2013,5131383,,,
recommendation area,TR diss 6689,"Vonck, Durandus.",The feasibility of vacuum technique in minimal invasive surgery :improving the patient safety through instrument design.,Book_thsis,905869692,9461861486^9789461861481,2013,5131994,,,
recommendation area,TR diss 6629,"Rudinac, Stevan.",Advancing the relevance criteria for video search and visual summarization.,Book_thsis,905869694,9461861478^9789461861474,2013,5131388,,,
recommendation area,TR diss 6627,"Özbek, Muammer.",Optical monitoring and operational modal analysis of large wind turbines.,Book_thsis,905869739,9461917678^9789461917676,2013,5131291,,,
recommendation area,TR diss 6665,"Kashiwagi, Jacob Shizuo.",Factors of sucess in performance information procurement system :performance information risk management systems.,Book_thsis,905869742,1889857335^9781889857336,2013,5131853,,,
recommendation area,TR diss 6757,"Vernay, Anne-Lorène Brigitte Helène.",Circular urban systems :moving towards systems integration.,Book_thsis,905869743,908891625X^9789088916250,2013,5132289,,,
recommendation area,TR diss 6743,"Siemes, Kerstin.",Establishing a sea bottom model by applying a multi-sensor acoustic remote sensing approach.,Book_thsis,905869788,9088916411^9789088916410,2013,5132091,,,
recommendation area,TR diss 6634,"Valente Pais, Ana Rita.",Perception coherence zones in vehicle simulation.,Book_thsis,905869808,9461861559^9789461861559,2013,5132205,,,
recommendation area,TR diss 6593,"Burg, Sander van der.",A reference architecture for distributed software deployment.,Book_thsis,905869813,9462033358^9789462033351,2013,5131752,,,
recommendation area,TR diss 6738,"Komakech, Charles Hans.","Emergence and evolution of endogenous water institutions in an African river basin :local water governance and state intervention in the Pangani River Basin, Tanzania.",Book_thsis,905869883,1138001112^9781138001114,2013,5132089,,,
recommendation area,TR diss 6779,"Masutti, Davide.",Ground testing investigation of hypersonic transition phenomena for a re-entry vehicle.,Book_thsis,905869889,2875160524^9782875160522,2013,5132209,,,
recommendation area,TR diss 6594,"Belfiori, Francesco.",Antenna array signal processing for multistatic radar systems.,Book_thsis,905869931,9461917821^9789461917829,2013,5131753,,,
recommendation area,TR diss 6788,"Chen, Hao.",Cyclic partial phase transformations in low alloyed steels :modeling and experiments.,Book_thsis,905869973,9461917716^9789461917713,2013,5131601,,,
recommendation area,TR diss 6722,"Lantsoght, Eva Olivia Leontien.",Shear in reinforced concrete slabs under concentrated loads close to supports.,Book_thsis,905869989,9088916322^9789088916328,2013,5131595,,,
recommendation area,TR diss 6764,"Faraz, Muhammad Iftikhar.",Structure-property relationship of thermoset nanocomposites.,Book_thsis,905870005,9462033781^9789462033788,2013,5131597,,,
recommendation area,TR diss 6671,"Engin, Harun Kürsat.",Modelling pile installation effects :a numerical approach.,Book_thsis,905870006,9461861400^9789461861405,2013,5131474,,,
recommendation area,TR diss 6740,"Sjenitzer, Bart Laurens.",The dynamic Monte Carlo method for transient analysis of nuclear reactors.,Book_thsis,905870014,9088916578^9789088916571,2013,5131477,,,
recommendation area,TR diss 6608,"Favaro, Paulo César.",Metrology of nail clippings as trace element biomarkers.,Book_thsis,905870016,1614992878^9781614992875,2013,5131949,,,
recommendation area,TR diss 6725,"Ghodrat, Sepideh.",Thermo-mechanical fatigue of compacted graphite iron in diesel engine components.,Book_thsis,905870024,9077172920^9789077172926,2013,5131596,,,
recommendation area,TR diss 6731,"Yang, Linjun.",Advanced retrieval models for web image search.,Book_thsis,905870028,9461861729^9789461861726,2013,5131392,,,
recommendation area,TR diss 6756,"Pelc, Joanna Sylwia.",Data assimilation for marine ecosystem models.,Book_thsis,905870029,9462033889^9789462033887,2013,5132092,,,
recommendation area,TR diss 6755,"Braga da Cruz, Ana Luísa.",Temperature impact on yeast metabolism :insights from experimental and modeling approaches.,Book_thsis,905870030,9088916608^9789088916601,2013,5131952,,,
recommendation area,TR diss 6765,"Boulineau, Sarah.",Growth dynamics of single bacterial cells.,Book_thsis,905870045,9077209735^9789077209738,2013,5131953,,,
recommendation area,TR diss 6783,"Wilson, Gregory Scott.",Fatigue crack growth prediction for generalized fiber metal laminates and hybrid materials.,Book_thsis,905870048,9088916489^9789088916489,2013,5131598,,,
recommendation area,TR diss 6742,"Gilli, Luca.",Uncertainty quantification in reactor physics using adjoint /,Book_thsis,905870054,9088916535^9789088916533,2013,5131478,,,
recommendation area,TR diss 6733,"Huo, Feifei.",Vision-based 3D human motion analysis in a hierarchical way.,Book_thsis,905870060,9491536095^9789491536090,2013,5131393,,,
recommendation area,TR diss 6767,"Deshmukh, Amit Tatyasaheb.",Elucidation and modeling of the in-vivo kinetics of enzymes and membrane transporters associated with [beta]-lactam and non-ribosomal peptide production in Penicillium chrysogenum.,Book_thsis,905870092,9461861699^9789461861696,2013,5131954,,,
recommendation area,TR diss 6739,"Dirksen, Jojanneke.",Monitoring ground settlement to guide sewer asset management /,Book_thsis,905870101,9461084749^9789461084743,2013,5132090,,,
recommendation area,TR diss 6848,"Eftekhari, Ali Akbar.",Low emission conversion of fossil fuels with simultaneous or consecutive storage of carbon dioxide.,Book_thsis,905870128,9462034516^9789462034518,2013,5132212,,,
recommendation area,TR diss 6782,"Noroozi, Arash.",A reconfigurable GPS /,Book_thsis,905870131,946191802X^9789461918024,2013,5132210,,,
recommendation area,TR diss 6781,"Verhagen, W.J.C.",An ontology-based approach for knowledge lifecycle management within aircraft lifecycle phases.,Book_thsis,905870136,9088916594^9789088916595,2013,5131859,,,
recommendation area,TR diss 6797,"Tromp, Nynke.",Social design :how products and services can help us act in ways that benefit society.,Book_thsis,905870150,9461861818^9789461861818,2013,5131861,,,
recommendation area,TR diss 6828,"Nadeem, Muhammad Faisal.",Evaluation framework for task scheduling algorithms in distributes reconfigurable systems.,Book_thsis,905870183,9461861923^9789461861924,2013,5131762,,,
recommendation area,TR diss 6802,"Janssen, Camiel Herman Cornelis.",Ionic liquids for sea mining and waste water purification.,Book_thsis,905870215,9461084986^9789461084989,2013,5132098,,,
recommendation area,TR diss 6791,"Patriarca, Claudio.",Electric characterization of construction materials through radar data inversion.,Book_thsis,905870228,9462033943^9789462033948,2013,5131602,,,
recommendation area,TR diss 6860,"Kloosterman, Astrid.",Quantification of hemodynamics during vascular development.,Book_thsis,905870242,9461861877^9789461861870,2013,5131959,,,
recommendation area,TR diss 6789,"Diepeveen, Niels Frederik Boudewijn.",On the application of fluid power transmission in offshore wind turbines.,Book_thsis,905870251,946186180X^9789461861801,2013,5131299,,,
recommendation area,TR diss 6807,"Galindo Nava, Enrique I.",Thermostatistical theory of plastic deformation in metals.,Book_thsis,905870255,9461918607^9789461918604,2013,5131604,,,
recommendation area,TR diss 6792,"Hut, Rolf.",New observational tools and datasources for hydrology :hydrological data unlocked by tinkering.,Book_thsis,905870258,9461862121^9789461862129,2013,5132097,,,
recommendation area,TR diss 6790,"El-Kalliny, Amer S.",Photocatalytic oxidation in drinking water treatment using hypochlorite and titanium dioxide.,Book_thsis,905870270,9461862148^9789461862143,2013,5132096,,,
recommendation area,TR diss 6851,"Dobrowolska, Marta Edyta.",The stabilizer-free emulsion polymerization.,Book_thsis,905870274,9088916888^9789088916885,2013,5131606,,,
recommendation area,TR diss 6810,"Sanaee, Seyed Ali.",Ultrasound imaging for quantitative evaluation of magnetic density separation.,Book_thsis,905870280,9053357483^9789053357484,2013,5131395,,,
recommendation area,TR diss 6822,"Brancucci Martínez-Anido, Carlo.",Electricity without borders :the need for cross-border transmission investment in Europe.,Book_thsis,905870281,9079787523^9789079787524,2013,5131862,,,
recommendation area,TR diss 6843,"Lian, Xiaohua.",Adaptive and distributed beamforming for cognitive radio.,Book_thsis,905870289,9461862059^9789461862051,2013,5131765,,,
recommendation area,TR diss 6798,"Lloberas-Valls, Oriol.",Multiscale domain decomposition analysis of quasi-brittle materials.,Book_thsis,905870310,9461918755^9789461918758,2013,5131603,,,
recommendation area,TR diss 6842,"Wu, Wanghua.",Millimeter-wave digitally-assisted frequency synthesizer in CMOS.,Book_thsis,905870360,9461861982^9789461861986,2013,5131396,,,
recommendation area,TR diss 6827,"Sprenger, Wendelin.; Fraunhofer-Institut for Solar Energy Systems.",Electricity yield simulation of complex BIPV systems.,Book_thsis,905870363,3839606063^9783839606063,2013,5131480,,,
recommendation area,TR diss 6844,"Delaviz Aghbolagh, Rahim.",A robust distributed reputation mechanism for peer-to-peer systems.,Book_thsis,905870367,9461862083^9789461862082,2013,5131766,,,
recommendation area,TR diss 6934,"Pouderoijen, Benedictus Joannes Michaël Maria.",Maatbeperking in het architectonisch ontwerp :visuele relevantie van maatsystemen als Gulden Snede en Plastische Getal.,Book_thsis,905870368,9461919042^9789461919045,2013,5132291,,,
recommendation area,TR diss 6929,"Gözde Dere, Emine.","Microstructure control of fire-resistant, low-alloy steel :an in-situ 3D X-Ray diffraction and small-angle X0Ray scattering study /",Book_thsis,905870371,9088917612^9789088917615,2013,5107923,,,
recommendation area,TR diss 6873,"Pronk, Matthijs.",Stochastic evolution equations with adapted drift.,Book_thsis,905870372,9461085370^9789461085375,2013,5131484,,,
recommendation area,TR diss 6885,"Grefte, Anke.",Removal of natural organic matter fractions by anion exchange :impact on drinking water treatment processes and biological stability.,Book_thsis,905870376,9461862393^9789461862396,2013,5132106,,,
recommendation area,TR diss 6872,"Groot, Nore Berta.",Reverse Stackelberg games :theory and applications in traffic control.,Book_thsis,905870378,9461085249^9789461085245,2013,5131397,,,
recommendation area,TR diss 6816,"Mingliang, L.I.","Tyre - road noise, surface characteristics and materials properties.",Book_thsis,905870382,9461862067^9789461862068,2013,5132211,,,
recommendation area,TR diss 6830,"Jia, Lu.",Online networks as societies :user behaviors and contribution incentives.,Book_thsis,905870399,9461862245^9789461862242,2013,5131763,,,
recommendation area,TR diss 6854,"Necula, Bogdan Stefan.",Silver-based antibacterial surfaces for bone implants.,Book_thsis,905870400,9461862334^9789461862334,2013,5131957,,,
recommendation area,TR diss 6852,"Abdi, Fatwa Firdaus.",Towards highly efficient bias-free solar water splitting.,Book_thsis,905870402,9064646937^9789064646935,2013,5132102,,,
recommendation area,TR diss 6818,"Ottevanger, Willem.",Modelling and parameterizing the hydro- and morphodynamics of curved open channels.,Book_thsis,905870404,9461919255^9789461919250,2013,5131479,,,
recommendation area,TR diss 6831,"Gao, Qi.",User modeling and personalization in the microblogging sphere.,Book_thsis,905870406,946186227X^9789461862273,2013,5131662,,,
recommendation area,TR diss 6858,"Schnell, Sondre Kvalvag.",Molecular simulations of zeolites :heterogeneous systems at equilibrium and non-equilibrium.,Book_thsis,905870412,9461862113^9789461862112,2013,5131958,,,
recommendation area,TR diss 6859,"Sant, Tonio.",Improving BEM-based aerodynamic models in wind turbine design codes.,Book_thsis,905870415,9789993204831^9993204838,2007,5131301,,,
recommendation area,TR diss 6899,"Kreeft, Jasper Jonas.",Mimetic spectral element method :a discretization of geometry and physics.,Book_thsis,905870423,946191928X^9789461919281,2013,5131487,,,
recommendation area,TR diss 6900,"Khan, Rafiullah.",Delamination growth in composites under fatigue loading.,Book_thsis,905870430,9088917159^9789088917158,2013,5131610,,,
recommendation area,TR diss 6938,"Guadalupe Medina, Victor Gabriel.",Novel strategies for engineering redox metabolism in Saccharomyces cerevisiae.,Book_thsis,905870436,9461862180^9789461862181,2013,5131962,,,
recommendation area,TR diss 6819,"Jiang, Xu.",Mechanical behaviour and durability of FRP-to-steel adhesively-bonded joints.,Book_thsis,905870437,9053357475^9789053357477,2013,5131605,,,
recommendation area,TR diss 6853,"Glazer, Piotr Jakub.",Responsive polyelectrolyte hydrogels and soft matter micromanipulation.,Book_thsis,905870444,9088917051^9789088917059,2013,5131956,,,
recommendation area,TR diss 6833,"Martin Hernandez, J.",Measuring robustness of complex networks.,Book_thsis,905870459,9461861990^9789461861993,2013,5131764,,,
recommendation area,TR diss 7006,"Verzijlbergh, R.A.",The power of electric vehicles :exploring the value of flexible electricity demand in a multi-actor context.,Book_thsis,905870460,9079787531^9789079787531,2013,5132219,,,
recommendation area,TR diss 6907,"Nijkamp, Jurgen Franciscus.",Algorithms for sequence-based reverse metabolic engineering.,Book_thsis,905870463,9461919948^9789461919946,2013,5131961,,,
recommendation area,TR diss 6866,"Dinh, Cuong Viet.",Learning from weakly representative data and applications in spectral image analysis.,Book_thsis,905870469,9461862210^9789461862211,2013,5131481,,,
recommendation area,TR diss 6948,"Jamalzadeh, Elaheh.",Transport of dicarboxylic acids in Saccharomyces cerevisiae.,Book_thsis,905870492,9088917345^9789088917349,2013,5131963,,,
recommendation area,TR diss 6867,"Martinez Castaneda, Jorge Abraham.",Low-complexity computer simulation of multichannel room impulse respones.,Book_thsis,905870497,9461085532^9789461085535,2013,5131482,,,
recommendation area,TR diss 6892,"McGarrity, Kimberly Sue.",Stereological estimation of anisotropic microstructural features :applying an oriented cylinder model to dual phase steel.,Book_thsis,905870503,9491909029^9789491909023,2013,5131608,,,
recommendation area,TR diss 6922,"Malladi, Sai Rama Krishna.",In-situ TEM studies :heat-treatment and corrosion.,Book_thsis,905870504,9491909045^9789491909047,2014,5131307,,,
recommendation area,TR diss 6992,"Antonelli, Valeria.",Improvements of thermoforming of thermoplastic composites using a collection of rubber particles as a soft mould half :experiments and modelling.,Book_thsis,905870513,9088918473^9789088918476,2014,5131615,,,
recommendation area,TR diss 6870,"Wout, Elwin van 't.","Stability, accuracy, and robustness of the time domain integral equation method for radar scattering analysis.",Book_thsis,905870514,946203463X^9789462034631,2013,5131483,,,
recommendation area,TR diss 6904,"Khani, Ali.",Optimum design of steered fibre composite cylinders with arbitrary cross-sections.,Book_thsis,905870519,9461085621^9789461085627,2013,5131611,,,
recommendation area,TR diss 6945,"Bulelzai, Muhammad Atif Khan.",Mathematical models for atherosclerotic plaque evolution.,Book_thsis,905870521,9461862415^9789461862419,2013,5131491,,,
recommendation area,TR diss 6893,"Kazemi Kamyab, Vahid.",High order time-accurate partitioned simulation of unsteady conjugate heat transfer :analysis and application of implicit Runge-Kutta time integration schemes.,Book_thsis,905870528,9461918682^9789461918680,2013,5131302,,,
recommendation area,TR diss 6930,"Shahzad, Rahil,",Quantification of imaging biomarkers for cardiovascular disease in CT(A) /,Book_thsis,905870529,9064647054^9789064647055,2013,5131999,,,
recommendation area,TR diss 6902,"Correia Grácio, Bruno Jorge.",The effects of specific force on self-motion perception in a simulation environment.,Book_thsis,905870531,9462034672^9789462034679,2013,5131488,,,
recommendation area,TR diss 7012,"Taheri, Mozhdeh.",From mind to market at university :how diversity in knowledge networks makes a difference.,Book_thsis,905870532,9461862326^9789461862327,2013,5121611,,,
recommendation area,TR diss 6891,"Van Gerwen, Dennis Jordi.",Needle-tissue interaction by experiment.,Book_thsis,905870538,9461862385^9789461862389,2013,5131960,,,
recommendation area,TR diss 6949,"Oud, Bartholomeus Laurentius Petrus.",Reverse engineering of industrially relevant phenotypes in yeast :an integrated approach.,Book_thsis,905870543,946191993X^9789461919939,2013,5131964,,,
recommendation area,TR diss 6881,"Akbarnejad, Sadegh.",Development of an evaluation protocol for self-cementing secondary road base materials.,Book_thsis,905870546,946186230X^9789461862303,2013,5131485,,,
recommendation area,TR diss 6908,"Olgaard, Kristian Breum.",Automated computational modelling for complicated partial differential equations.,Book_thsis,905870556,9461919905^9789461919908,2013,5131489,,,
recommendation area,TR diss 6914,"Hellinga, Hester IJbeltje.",Daylight and view :the influence of windows on the visual quality of indoor spaces.,Book_thsis,905870559,9462034737^9789462034730,2013,5131305,,,
recommendation area,TR diss 6906,"Pruyn, Jeroen Frederik Josef.",Shipping and shipbuilding scenario evaluations through integration of maritime and macroeconomic models.,Book_thsis,905870572,9053357718^9789053357712,2013,5121615,,,
recommendation area,TR diss 6895,"Cui, Hao.",Delamination and debonding failure of laminated composite t-joints.,Book_thsis,905870581,9461862539^9789461862532,2014,5131609,,,
recommendation area,TR diss 6940,"Garcia-Tamayo, Esteban.",Advanced thin layer deposition of materials for Li-ion batteries via electrospray.,Book_thsis,905870610,9461862512^9789461862518,2014,5131612,,,
recommendation area,TR diss 6894,"Popovich, Vera.",Microstructure and mechanical aspects of multicrystalline silicon solar cells.,Book_thsis,905870619,9088917728^9789088917721,2013,5131303,,,
recommendation area,TR diss 6896,"Zaaijer, Michiel Bastiaan.",Great expectations for offshore wind turbines :emulation of wind farm design to anticipate their value for customers.,Book_thsis,905870621,9053357521^9789053357521,2013,5131304,,,
recommendation area,TR diss 6953,"Huang, Xiongchuan.",Ultra-low-power event-driven radio design.,Book_thsis,905870666,9462035571^9789462035577,2014,5131769,,,
recommendation area,TR diss 6915,"Cardoso de Araujo, Samur Felipe.",Data integration over distributed and heterogeneous data endpoints.,Book_thsis,905870685,9064647526^9789064647529,2014,5131767,,,
recommendation area,TR diss 6956,"Chmura, Lukasz Andrzej.",Life-cycle assessment of high-voltage assets using statistical tools.,Book_thsis,905870693,9461823967^9789461823960,2014,5121613,,,
recommendation area,TR diss 7010,"Solaimani Kartalaei, Hesam.",The alignment of business model and business operations within networkedenterprise environments.,Book_thsis,905870703,9088918015^9789088918018,2014,5121612,,,
recommendation area,TR diss 6958,"Bajracharya, Gautam.",Multi-agent model-based optimization for future electrical grids.,Book_thsis,905870704,9462590664^9789462590663,2014,5108931,,,
recommendation area,TR diss 6965,"Post, Hendrik Nicolaas.","The shortest path problem on real road networks :theory, algorithms and computations.",Book_thsis,905870727,9461862709^9789461862709,2014,5132216,,,
recommendation area,TR diss 6944,"Pauli, Adam Troy.",Chemomechanics of damage accumulation and damage-recovery healing in bituminous asphalt binders.,Book_thsis,905870728,9461862695^9789461862693,2014,5132215,,,
recommendation area,TR diss 6979,"Nikayin, Fatemeh Alsadat.",Common platform dilemmas :collective action and the internet of things.,Book_thsis,905870755,9079787582^9789079787586,2014,5131771,,,
recommendation area,TR diss 6966,"Thomas, Werner.",Integrated automotive high-power LED-lighting systems in 3D-MID technology.,Book_thsis,905870775,3954046431^9783954046430,2014,5131399,,,
recommendation area,TR diss 6964,"Vet, Bas.","Improvement of a-Si:H devices by analysis, simulations and experiment.",Book_thsis,905870777,9462590761^9789462590762,2014,5131492,,,
recommendation area,TR diss 6936,"Segrave, Andrew James.",Time to change :the foreseeabe future for water planning.,Book_thsis,905870808,9461862830^9789461862839,2014,5132109,,,
recommendation area,TR diss 6994,"Zebenay, Melak.",Development of a robotics-based satellites docking simulator.,Book_thsis,905870812,9461862768^9789461862761,2014,5131772,,,
recommendation area,TR diss 6955,"Sawigun, Chutham.",Analog IC design techniques for nanopower biomedical signal processing.,Book_thsis,905870857,9461862776^9789461862778,2014,5132000,,,
recommendation area,TR diss 7060,Wan Jia.,Ornicopter multidisciplinary analyses and conceptual design.,Book_thsis,905870870,9462592462^9789462592469,2014,5131665,,,
recommendation area,TR diss 6980,"Blondé, Romain.",Austenite stability in TRIP steels studied by synchroton radiation.,Book_thsis,905870891,9491909037^9789491909030,2014,5131614,,,
recommendation area,TR diss 6974,"Horeman, Tim.",Force-based assessment of tissue handling skills.,Book_thsis,905870902,9461862687^9789461862686,2014,5131965,,,
recommendation area,TR diss 6993,"Balvers, Johannes Mattheus.",In situ strain and cure monitoring in liquid composite moulding by fibre Bragg grating sensors.,Book_thsis,905870911,9088918325^9789088918322,2014,5131616,,,
recommendation area,TR diss 7016,"Nadeem, Muhammad.","Adaptive, low-power architectures for embedded multimedia systems :with focus on H.264/AVC video codec.",Book_thsis,905870917,9461863012^9789461863010,2014,5109680,,,
recommendation area,TR diss 6984,"Winterbach, Wynand.",Topology of molecular networks.,Book_thsis,905870925,946186289X^9789461862891,2014,5131966,,,
recommendation area,TR diss 6978,"Hanumantharaya, Murthy Krishna Dharmapura.; Murthy, D.H.K.",Charge generation and recombination in nanostructured photovoltatic materials.,Book_thsis,905870938,9461862857^9789461862853,2014,5131613,,,
recommendation area,TR diss 6975,"Vollebregt, Sten,",Carbon nanotubes as vertical interconnects in 3D integrated circuits /,Book_thsis,905870941,946186275X^9789461862754,2014,5131400,,,
recommendation area,TR diss 7002,"De Lille, Christine Stefanie Heleen.",UCD4SME :small to medium-sized Enterprises involving their users and clients for product innovation.,Book_thsis,905870969,946186292X^9789461862921,2014,5131664,,,
recommendation area,TR diss 6991,"IJssel, Jozefina Adriana Aleida van den.",GPS-based precise orbit determination and accelerometry for low flying satellites.,Book_thsis,905870970,9462591369^9789462591363,2014,5132217,,,
recommendation area,TR diss 6998,"Liu, Zongyu.",A Method for Transmission Network Expansion Planning :A Monte-Carlo and Lagrangian Multiplier-based Optimisation Approach.,Book_thsis,905870979,9461862970^9789461862976,2014,5131773,,,
recommendation area,TR diss 7017,"Djalali, Amir.",Common space :politics and production of architectural knowledge.,Book_thsis,905870981,946186308X^9789461863089,2014,5132293,,,
recommendation area,TR diss 7007,"Khosravi, Hamed.",Camp of faith :on political theology and urban form.,Book_thsis,905870984,9461863047^9789461863041,2014,5132292,,,
recommendation area,TR diss 6999,"Sarkhosh, Reza.",Shear resistance of reinforced concrete beams without shear reinforcement under sustained loading.,Book_thsis,905870992,9461086458^9789461086457,2014,5131617,,,
recommendation area,TR diss 7028,"Issaias, Ploton.",Beyond the informal city :Athens and the possibility of an urban common.,Book_thsis,905870996,9461863039^9789461863034,2014,5132295,,,
recommendation area,TR diss 7086,"Forgione, Marco.",Batch-to-batch learning for model-based control of process systems with application to cooling crystallization.,Book_thsis,905871013,9462036055^9789462036055,2014,5131308,,,
recommendation area,TR diss 7079,"Shang, Ran.",Ceramic Ultra- and Nanofiltration for Municipal Wastewater Reuse.,Book_thsis,905871014,9053358811^9789053358818,2014,5132119,,,
recommendation area,TR diss 7137,"Ahmed, Awais.",Computational modeling of progressive failure in FRP composite laminates subjected to static and impact transverse loading.,Book_thsis,905871031,9461863519^9789461863515,2014,5131621,,,
recommendation area,TR diss 7050,"Amir, Sana.",Compressive membrane action in prestressed concrete deck slabs.,Book_thsis,905871036,9088918953^9789088918957,2014,5131619,,,
recommendation area,TR diss 7013,"Yang, Yuguang.",Shear behaviour of reinforced concrete members without shear reinforcement :a new look at an old problem.,Book_thsis,905871039,9461695160^9789461695161,2014,5131618,,,
recommendation area,TR diss 7063,"Hol, Felix Jan Hein.","Bacterial societies :cooperation, colonization, and competition in micro-scale ecosystems.",Book_thsis,905871044,9085931908^9789085931904,2014,5131970,,,
recommendation area,TR diss 7034,"Akalu, Rajendranath Janki.",Spectrum trading in the United Kingdom :considering market-based liberalization from two perspectives.,Book_thsis,905871068,9079787574^9789079787579,2014,5121610,,,
recommendation area,TR diss 7030,"Salvador Cob, Sara.",Towards zero liquid discharge in drinking water production.,Book_thsis,905871069,946108692X^9789461086921,2014,5132115,,,
recommendation area,TR diss 7037,"Carvajal Nuñez, Ursula.",Synthesis and characterization of advanced nuclear fuels.,Book_thsis,905871074,9088918740^9789088918742,2014,5132220,,,
recommendation area,TR diss 7083,"Fan, Huajun.",Shock induced borehole waves :a numerical study.,Book_thsis,905871079,9088919100^9789088919107,2014,5131494,,,
recommendation area,TR diss 7049,"Alam, Naveed.",Sustainable conjunctive use of groundwater for additional irrigation.,Book_thsis,905871089,9461695179^9789461695178,2014,5132118,,,
recommendation area,TR diss 7074,"Vlijm, Rifka.",Assembling a single-molecule view on nucleosome dynamics.,Book_thsis,905871090,9085931886^9789085931881,2014,5131971,,,
recommendation area,TR diss 7084,"Schweckendiek, Timo.",On reducing piping uncertainties :A Bayesian decision approach.,Book_thsis,905871093,9053358803^9789053358801,2014,5131495,,,
recommendation area,TR diss 7048,"Dillinger, Johannes Karl Stefan.",Static aeroelastic optimization of composite wings with variable stiffness laminates.,Book_thsis,905871097,946203589X^9789462035898,2014,5109824,,,
recommendation area,TR diss 7036,"Romagnoli, Gabriele.",The Ehrlich pathway for amino acid catabolism in yeasts.,Book_thsis,905871098,9462591733^9789462591738,2014,5131969,,,
recommendation area,TR diss 7059,"larson, Nancy Lee.",Business advantages of ergonomics in industry.,Book_thsis,905871126,9462592241^9789462592247,2014,5121609,,,
recommendation area,TR diss 7104,"Baarslag, Tim.",What to bid and when to stop.,Book_thsis,905871136,9461863055^9789461863058,2014,5121608,,,
recommendation area,TR diss 7100,"Hildebrand, Linda.",Strategic investment of embodied energy during the architectural planning process.,Book_thsis,905871148,9461863268^9789461863263,2014,5132298,,,
